Date,Open,High,Low,Close,Adj Close,Volume
15/03/88,268.130005,268.130005,268.130005,268.130005,268.130005,0
16/03/88,270.869995,270.869995,270.869995,270.869995,270.869995,0
17/03/88,273.269989,273.269989,273.269989,273.269989,273.269989,0
18/03/88,273.179993,273.179993,273.179993,273.179993,273.179993,0
21/03/88,270.790009,270.790009,270.790009,270.790009,270.790009,0
22/03/88,270.899994,270.899994,270.899994,270.899994,270.899994,0
23/03/88,270.980011,270.980011,270.980011,270.980011,270.980011,0
24/03/88,265.380005,265.380005,265.380005,265.380005,265.380005,0
25/03/88,260.720001,260.720001,260.720001,260.720001,260.720001,0
28/03/88,260.279999,260.279999,260.279999,260.279999,260.279999,0
29/03/88,262.329987,262.329987,262.329987,262.329987,262.329987,0
30/03/88,260.320007,260.320007,260.320007,260.320007,260.320007,0
31/03/88,261.149994,261.149994,261.149994,261.149994,261.149994,0
04/04/88,258.410004,258.410004,258.410004,258.410004,258.410004,0
05/04/88,260.890015,260.890015,260.890015,260.890015,260.890015,0
06/04/88,267.940002,267.940002,267.940002,267.940002,267.940002,0
07/04/88,268.609985,268.609985,268.609985,268.609985,268.609985,0
08/04/88,271.920013,271.920013,271.920013,271.920013,271.920013,0
11/04/88,272.679993,272.679993,272.679993,272.679993,272.679993,0
12/04/88,273.899994,273.899994,273.899994,273.899994,273.899994,0
13/04/88,274.109985,274.109985,274.109985,274.109985,274.109985,0
14/04/88,262.209991,262.209991,262.209991,262.209991,262.209991,0
15/04/88,262.230011,262.230011,262.230011,262.230011,262.230011,0
18/04/88,261.679993,261.679993,261.679993,261.679993,261.679993,0
19/04/88,260.390015,260.390015,260.390015,260.390015,260.390015,0
20/04/88,258.579987,258.579987,258.579987,258.579987,258.579987,0
21/04/88,258.880005,258.880005,258.880005,258.880005,258.880005,0
22/04/88,262.640015,262.640015,262.640015,262.640015,262.640015,0
25/04/88,265.040009,265.040009,265.040009,265.040009,265.040009,0
26/04/88,266.609985,266.609985,266.609985,266.609985,266.609985,0
27/04/88,266.519989,266.519989,266.519989,266.519989,266.519989,0
28/04/88,265.320007,265.320007,265.320007,265.320007,265.320007,0
29/04/88,264.040009,264.040009,264.040009,264.040009,264.040009,0
02/05/88,264.329987,264.329987,264.329987,264.329987,264.329987,0
03/05/88,265.890015,265.890015,265.890015,265.890015,265.890015,0
04/05/88,263.230011,263.230011,263.230011,263.230011,263.230011,0
05/05/88,261.839996,261.839996,261.839996,261.839996,261.839996,0
06/05/88,260.589996,260.589996,260.589996,260.589996,260.589996,0
09/05/88,259.880005,259.880005,259.880005,259.880005,259.880005,0
10/05/88,261.01001,261.01001,261.01001,261.01001,261.01001,0
11/05/88,256.649994,256.649994,256.649994,256.649994,256.649994,0
12/05/88,257.209991,257.209991,257.209991,257.209991,257.209991,0
13/05/88,260.200012,260.200012,260.200012,260.200012,260.200012,0
16/05/88,262.290009,262.290009,262.290009,262.290009,262.290009,0
17/05/88,259.049988,259.049988,259.049988,259.049988,259.049988,0
18/05/88,255.020004,255.020004,255.020004,255.020004,255.020004,0
19/05/88,256.299988,256.299988,256.299988,256.299988,256.299988,0
20/05/88,256.76001,256.76001,256.76001,256.76001,256.76001,0
23/05/88,254.580002,254.580002,254.580002,254.580002,254.580002,0
24/05/88,257.329987,257.329987,257.329987,257.329987,257.329987,0
25/05/88,257.640015,257.640015,257.640015,257.640015,257.640015,0
26/05/88,258.529999,258.529999,258.529999,258.529999,258.529999,0
27/05/88,257.399994,257.399994,257.399994,257.399994,257.399994,0
31/05/88,266.320007,266.320007,266.320007,266.320007,266.320007,0
01/06/88,270.950012,270.950012,270.950012,270.950012,270.950012,0
02/06/88,269.579987,269.579987,269.579987,269.579987,269.579987,0
03/06/88,270.73999,270.73999,270.73999,270.73999,270.73999,0
06/06/88,271.410004,271.410004,271.410004,271.410004,271.410004,0
07/06/88,269.559998,269.559998,269.559998,269.559998,269.559998,0
08/06/88,276.019989,276.019989,276.019989,276.019989,276.019989,0
09/06/88,274.779999,274.779999,274.779999,274.779999,274.779999,0
10/06/88,275.869995,275.869995,275.869995,275.869995,275.869995,0
13/06/88,276.070007,276.070007,276.070007,276.070007,276.070007,0
14/06/88,279.01001,279.01001,279.01001,279.01001,279.01001,0
15/06/88,279.170013,279.170013,279.170013,279.170013,279.170013,0
16/06/88,274.420013,274.420013,274.420013,274.420013,274.420013,0
17/06/88,275.359985,275.359985,275.359985,275.359985,275.359985,0
20/06/88,273.619995,273.619995,273.619995,273.619995,273.619995,0
21/06/88,276.399994,276.399994,276.399994,276.399994,276.399994,0
22/06/88,280.459991,280.459991,280.459991,280.459991,280.459991,0
23/06/88,279.609985,279.609985,279.609985,279.609985,279.609985,0
24/06/88,278.73999,278.73999,278.73999,278.73999,278.73999,0
27/06/88,273.970001,273.970001,273.970001,273.970001,273.970001,0
28/06/88,277.320007,277.320007,277.320007,277.320007,277.320007,0
29/06/88,275.970001,275.970001,275.970001,275.970001,275.970001,0
30/06/88,278.540009,278.540009,278.540009,278.540009,278.540009,0
01/07/88,276.859985,276.859985,276.859985,276.859985,276.859985,0
05/07/88,281.049988,281.049988,281.049988,281.049988,281.049988,0
06/07/88,277.190002,277.190002,277.190002,277.190002,277.190002,0
07/07/88,276.950012,276.950012,276.950012,276.950012,276.950012,0
08/07/88,275.160004,275.160004,275.160004,275.160004,275.160004,0
11/07/88,275.730011,275.730011,275.730011,275.730011,275.730011,0
12/07/88,272.980011,272.980011,272.980011,272.980011,272.980011,0
13/07/88,274.480011,274.480011,274.480011,274.480011,274.480011,0
14/07/88,275.470001,275.470001,275.470001,275.470001,275.470001,0
15/07/88,277.290009,277.290009,277.290009,277.290009,277.290009,0
18/07/88,275.73999,275.73999,275.73999,275.73999,275.73999,0
19/07/88,273.679993,273.679993,273.679993,273.679993,273.679993,0
20/07/88,275.230011,275.230011,275.230011,275.230011,275.230011,0
21/07/88,271.829987,271.829987,271.829987,271.829987,271.829987,0
22/07/88,268.609985,268.609985,268.609985,268.609985,268.609985,0
25/07/88,269.890015,269.890015,269.890015,269.890015,269.890015,0
26/07/88,270.450012,270.450012,270.450012,270.450012,270.450012,0
27/07/88,267.76001,267.76001,267.76001,267.76001,267.76001,0
28/07/88,271.350006,271.350006,271.350006,271.350006,271.350006,0
29/07/88,277.48999,277.48999,277.48999,277.48999,277.48999,0
01/08/88,277.76001,277.76001,277.76001,277.76001,277.76001,0
02/08/88,277.709991,277.709991,277.709991,277.709991,277.709991,0
03/08/88,278.679993,278.679993,278.679993,278.679993,278.679993,0
04/08/88,277.809998,277.809998,277.809998,277.809998,277.809998,0
05/08/88,277.070007,277.070007,277.070007,277.070007,277.070007,0
08/08/88,275.959991,275.959991,275.959991,275.959991,275.959991,0
09/08/88,272.570007,272.570007,272.570007,272.570007,272.570007,0
10/08/88,267.890015,267.890015,267.890015,267.890015,267.890015,0
11/08/88,268.799988,268.799988,268.799988,268.799988,268.799988,0
12/08/88,268.600006,268.600006,268.600006,268.600006,268.600006,0
15/08/88,264.769989,264.769989,264.769989,264.769989,264.769989,0
16/08/88,266.730011,266.730011,266.730011,266.730011,266.730011,0
17/08/88,266.950012,266.950012,266.950012,266.950012,266.950012,0
18/08/88,267.23999,267.23999,267.23999,267.23999,267.23999,0
19/08/88,266.450012,266.450012,266.450012,266.450012,266.450012,0
22/08/88,263.179993,263.179993,263.179993,263.179993,263.179993,0
23/08/88,263.299988,263.299988,263.299988,263.299988,263.299988,0
24/08/88,267.440002,267.440002,267.440002,267.440002,267.440002,0
25/08/88,265.459991,265.459991,265.459991,265.459991,265.459991,0
26/08/88,266.040009,266.040009,266.040009,266.040009,266.040009,0
29/08/88,268.859985,268.859985,268.859985,268.859985,268.859985,0
30/08/88,269.079987,269.079987,269.079987,269.079987,269.079987,0
31/08/88,268.070007,268.070007,268.070007,268.070007,268.070007,0
01/09/88,264.850006,264.850006,264.850006,264.850006,264.850006,0
02/09/88,271.190002,271.190002,271.190002,271.190002,271.190002,0
06/09/88,272.369995,272.369995,272.369995,272.369995,272.369995,0
07/09/88,272.660004,272.660004,272.660004,272.660004,272.660004,0
08/09/88,272.690002,272.690002,272.690002,272.690002,272.690002,0
09/09/88,273.779999,273.779999,273.779999,273.779999,273.779999,0
12/09/88,273.410004,273.410004,273.410004,273.410004,273.410004,0
13/09/88,274.420013,274.420013,274.420013,274.420013,274.420013,0
14/09/88,276.359985,276.359985,276.359985,276.359985,276.359985,0
15/09/88,275.160004,275.160004,275.160004,275.160004,275.160004,0
16/09/88,277.76001,277.76001,277.76001,277.76001,277.76001,0
19/09/88,275.890015,275.890015,275.890015,275.890015,275.890015,0
20/09/88,276.929993,276.929993,276.929993,276.929993,276.929993,0
21/09/88,277.429993,277.429993,277.429993,277.429993,277.429993,0
22/09/88,276.420013,276.420013,276.420013,276.420013,276.420013,0
23/09/88,277.019989,277.019989,277.019989,277.019989,277.019989,0
26/09/88,276.320007,276.320007,276.320007,276.320007,276.320007,0
27/09/88,275.700012,275.700012,275.700012,275.700012,275.700012,0
28/09/88,276.549988,276.549988,276.549988,276.549988,276.549988,0
29/09/88,280.179993,280.179993,280.179993,280.179993,280.179993,0
30/09/88,279.48999,279.48999,279.48999,279.48999,279.48999,0
03/10/88,279.089996,279.089996,279.089996,279.089996,279.089996,0
04/10/88,278.350006,278.350006,278.350006,278.350006,278.350006,0
05/10/88,279.619995,279.619995,279.619995,279.619995,279.619995,0
06/10/88,280.170013,280.170013,280.170013,280.170013,280.170013,0
07/10/88,286.040009,286.040009,286.040009,286.040009,286.040009,0
10/10/88,286.209991,286.209991,286.209991,286.209991,286.209991,0
11/10/88,285.899994,285.899994,285.899994,285.899994,285.899994,0
12/10/88,281.839996,281.839996,281.839996,281.839996,281.839996,0
13/10/88,283.119995,283.119995,283.119995,283.119995,283.119995,0
14/10/88,283.440002,283.440002,283.440002,283.440002,283.440002,0
17/10/88,284.390015,284.390015,284.390015,284.390015,284.390015,0
18/10/88,287.459991,287.459991,287.459991,287.459991,287.459991,0
19/10/88,284.980011,284.980011,284.980011,284.980011,284.980011,0
20/10/88,291.059998,291.059998,291.059998,291.059998,291.059998,0
21/10/88,291.869995,291.869995,291.869995,291.869995,291.869995,0
24/10/88,290.48999,290.48999,290.48999,290.48999,290.48999,0
25/10/88,290.619995,290.619995,290.619995,290.619995,290.619995,0
26/10/88,289.660004,289.660004,289.660004,289.660004,289.660004,0
27/10/88,285.440002,285.440002,285.440002,285.440002,285.440002,0
28/10/88,286.75,286.75,286.75,286.75,286.75,0
31/10/88,287.269989,287.269989,287.269989,287.269989,287.269989,0
01/11/88,287.51001,287.51001,287.51001,287.51001,287.51001,0
02/11/88,287.51001,287.51001,287.51001,287.51001,287.51001,0
03/11/88,287.709991,287.709991,287.709991,287.709991,287.709991,0
04/11/88,284.970001,284.970001,284.970001,284.970001,284.970001,0
07/11/88,282.649994,282.649994,282.649994,282.649994,282.649994,0
08/11/88,283.970001,283.970001,283.970001,283.970001,283.970001,0
09/11/88,282.149994,282.149994,282.149994,282.149994,282.149994,0
10/11/88,282.589996,282.589996,282.589996,282.589996,282.589996,0
11/11/88,276.630005,276.630005,276.630005,276.630005,276.630005,0
14/11/88,276.549988,276.549988,276.549988,276.549988,276.549988,0
15/11/88,277.209991,277.209991,277.209991,277.209991,277.209991,0
16/11/88,272.600006,272.600006,272.600006,272.600006,272.600006,0
17/11/88,273.420013,273.420013,273.420013,273.420013,273.420013,0
18/11/88,275.429993,275.429993,275.429993,275.429993,275.429993,0
21/11/88,275.190002,275.190002,275.190002,275.190002,275.190002,0
22/11/88,276.209991,276.209991,276.209991,276.209991,276.209991,0
23/11/88,278.089996,278.089996,278.089996,278.089996,278.089996,0
25/11/88,276.359985,276.359985,276.359985,276.359985,276.359985,0
28/11/88,277.890015,277.890015,277.890015,277.890015,277.890015,0
29/11/88,280.290009,280.290009,280.290009,280.290009,280.290009,0
30/11/88,283.179993,283.179993,283.179993,283.179993,283.179993,0
01/12/88,281.950012,281.950012,281.950012,281.950012,281.950012,0
02/12/88,281.309998,281.309998,281.309998,281.309998,281.309998,0
05/12/88,284.600006,284.600006,284.600006,284.600006,284.600006,0
06/12/88,287.390015,287.390015,287.390015,287.390015,287.390015,0
07/12/88,287.959991,287.959991,287.959991,287.959991,287.959991,0
08/12/88,286.350006,286.350006,286.350006,286.350006,286.350006,0
09/12/88,286.929993,286.929993,286.929993,286.929993,286.929993,0
12/12/88,286.429993,286.429993,286.429993,286.429993,286.429993,0
13/12/88,286.23999,286.23999,286.23999,286.23999,286.23999,0
14/12/88,285.220001,285.220001,285.220001,285.220001,285.220001,0
15/12/88,284.160004,284.160004,284.160004,284.160004,284.160004,0
16/12/88,286.26001,286.26001,286.26001,286.26001,286.26001,0
19/12/88,288.980011,288.980011,288.980011,288.980011,288.980011,0
20/12/88,287.5,287.5,287.5,287.5,287.5,0
21/12/88,287.410004,287.410004,287.410004,287.410004,287.410004,0
22/12/88,286.890015,286.890015,286.890015,286.890015,286.890015,0
23/12/88,288.170013,288.170013,288.170013,288.170013,288.170013,0
27/12/88,287.100006,287.100006,287.100006,287.100006,287.100006,0
28/12/88,287.369995,287.369995,287.369995,287.369995,287.369995,0
29/12/88,289.809998,289.809998,289.809998,289.809998,289.809998,0
30/12/88,288.119995,288.119995,288.119995,288.119995,288.119995,0
03/01/89,285.649994,285.649994,285.649994,285.649994,285.649994,0
04/01/89,289.98999,289.98999,289.98999,289.98999,289.98999,0
05/01/89,290.609985,290.609985,290.609985,290.609985,290.609985,0
06/01/89,291.290009,291.290009,291.290009,291.290009,291.290009,0
09/01/89,291.649994,291.649994,291.649994,291.649994,291.649994,0
10/01/89,291.029999,291.029999,291.029999,291.029999,291.029999,0
11/01/89,292.730011,292.730011,292.730011,292.730011,292.730011,0
12/01/89,293.929993,293.929993,293.929993,293.929993,293.929993,0
13/01/89,294.720001,294.720001,294.720001,294.720001,294.720001,0
16/01/89,295,295,295,295,295,0
17/01/89,294.390015,294.390015,294.390015,294.390015,294.390015,0
18/01/89,297.480011,297.480011,297.480011,297.480011,297.480011,0
19/01/89,297.869995,297.869995,297.869995,297.869995,297.869995,0
20/01/89,297.600006,297.600006,297.600006,297.600006,297.600006,0
23/01/89,295.440002,295.440002,295.440002,295.440002,295.440002,0
24/01/89,299.640015,299.640015,299.640015,299.640015,299.640015,0
25/01/89,300.350006,300.350006,300.350006,300.350006,300.350006,0
26/01/89,303.019989,303.019989,303.019989,303.019989,303.019989,0
27/01/89,305.23999,305.23999,305.23999,305.23999,305.23999,0
30/01/89,306.51001,306.51001,306.51001,306.51001,306.51001,0
31/01/89,309.209991,309.209991,309.209991,309.209991,309.209991,0
01/02/89,308.859985,308.859985,308.859985,308.859985,308.859985,0
02/02/89,308.76001,308.76001,308.76001,308.76001,308.76001,0
03/02/89,308.910004,308.910004,308.910004,308.910004,308.910004,0
06/02/89,308.160004,308.160004,308.160004,308.160004,308.160004,0
07/02/89,311.929993,311.929993,311.929993,311.929993,311.929993,0
08/02/89,310.920013,310.920013,310.920013,310.920013,310.920013,0
09/02/89,308.299988,308.299988,308.299988,308.299988,308.299988,0
10/02/89,304.190002,304.190002,304.190002,304.190002,304.190002,0
13/02/89,304.880005,304.880005,304.880005,304.880005,304.880005,0
14/02/89,304.200012,304.200012,304.200012,304.200012,304.200012,0
15/02/89,306.76001,306.76001,306.76001,306.76001,306.76001,0
16/02/89,307.359985,307.359985,307.359985,307.359985,307.359985,0
17/02/89,309.48999,309.48999,309.48999,309.48999,309.48999,0
21/02/89,308.690002,308.690002,308.690002,308.690002,308.690002,0
22/02/89,303.420013,303.420013,303.420013,303.420013,303.420013,0
23/02/89,304.690002,304.690002,304.690002,304.690002,304.690002,0
24/02/89,299.559998,299.559998,299.559998,299.559998,299.559998,0
27/02/89,300.380005,300.380005,300.380005,300.380005,300.380005,0
28/02/89,301.51001,301.51001,301.51001,301.51001,301.51001,0
01/03/89,299.769989,299.769989,299.769989,299.769989,299.769989,0
02/03/89,302.769989,302.769989,302.769989,302.769989,302.769989,0
03/03/89,304.059998,304.059998,304.059998,304.059998,304.059998,0
06/03/89,307.929993,307.929993,307.929993,307.929993,307.929993,0
07/03/89,306.980011,306.980011,306.980011,306.980011,306.980011,0
08/03/89,307.209991,307.209991,307.209991,307.209991,307.209991,0
09/03/89,307.179993,307.179993,307.179993,307.179993,307.179993,0
10/03/89,306.100006,306.100006,306.100006,306.100006,306.100006,0
13/03/89,308.679993,308.679993,308.679993,308.679993,308.679993,0
14/03/89,308.51001,308.51001,308.51001,308.51001,308.51001,0
15/03/89,310.130005,310.130005,310.130005,310.130005,310.130005,0
16/03/89,313.029999,313.029999,313.029999,313.029999,313.029999,0
17/03/89,305.98999,305.98999,305.98999,305.98999,305.98999,0
20/03/89,303.100006,303.100006,303.100006,303.100006,303.100006,0
21/03/89,304.579987,304.579987,304.579987,304.579987,304.579987,0
22/03/89,303.700012,303.700012,303.700012,303.700012,303.700012,0
23/03/89,302.119995,302.119995,302.119995,302.119995,302.119995,0
27/03/89,303.980011,303.980011,303.980011,303.980011,303.980011,0
28/03/89,305.059998,305.059998,305.059998,305.059998,305.059998,0
29/03/89,305.859985,305.859985,305.859985,305.859985,305.859985,0
30/03/89,306.079987,306.079987,306.079987,306.079987,306.079987,0
31/03/89,308.540009,308.540009,308.540009,308.540009,308.540009,0
03/04/89,310.209991,310.209991,310.209991,310.209991,310.209991,0
04/04/89,309.220001,309.220001,309.220001,309.220001,309.220001,0
05/04/89,310.200012,310.200012,310.200012,310.200012,310.200012,0
06/04/89,309.209991,309.209991,309.209991,309.209991,309.209991,0
07/04/89,311.160004,311.160004,311.160004,311.160004,311.160004,0
10/04/89,311.149994,311.149994,311.149994,311.149994,311.149994,0
11/04/89,312.600006,312.600006,312.600006,312.600006,312.600006,0
12/04/89,313.130005,313.130005,313.130005,313.130005,313.130005,0
13/04/89,310.440002,310.440002,310.440002,310.440002,310.440002,0
14/04/89,315.640015,315.640015,315.640015,315.640015,315.640015,0
17/04/89,316.040009,316.040009,316.040009,316.040009,316.040009,0
18/04/89,320.570007,320.570007,320.570007,320.570007,320.570007,0
19/04/89,321.76001,321.76001,321.76001,321.76001,321.76001,0
20/04/89,320.76001,320.76001,320.76001,320.76001,320.76001,0
21/04/89,324.339996,324.339996,324.339996,324.339996,324.339996,0
24/04/89,323.440002,323.440002,323.440002,323.440002,323.440002,0
25/04/89,321.459991,321.459991,321.459991,321.459991,321.459991,0
26/04/89,321.709991,321.709991,321.709991,321.709991,321.709991,0
27/04/89,324.48999,324.48999,324.48999,324.48999,324.48999,0
28/04/89,324.559998,324.559998,324.559998,324.559998,324.559998,0
01/05/89,324.109985,324.109985,324.109985,324.109985,324.109985,0
02/05/89,323.140015,323.140015,323.140015,323.140015,323.140015,0
03/05/89,323.23999,323.23999,323.23999,323.23999,323.23999,0
04/05/89,323.019989,323.019989,323.019989,323.019989,323.019989,0
05/05/89,322.950012,322.950012,322.950012,322.950012,322.950012,0
08/05/89,321.399994,321.399994,321.399994,321.399994,321.399994,0
09/05/89,320.73999,320.73999,320.73999,320.73999,320.73999,0
10/05/89,321.399994,321.399994,321.399994,321.399994,321.399994,0
11/05/89,322.630005,322.630005,322.630005,322.630005,322.630005,0
12/05/89,329.890015,329.890015,329.890015,329.890015,329.890015,0
15/05/89,332.459991,332.459991,332.459991,332.459991,332.459991,0
16/05/89,331.730011,331.730011,331.730011,331.730011,331.730011,0
17/05/89,334.049988,334.049988,334.049988,334.049988,334.049988,0
18/05/89,334.600006,334.600006,334.600006,334.600006,334.600006,0
19/05/89,338.049988,338.049988,338.049988,338.049988,338.049988,0
22/05/89,338.920013,338.920013,338.920013,338.920013,338.920013,0
23/05/89,335.070007,335.070007,335.070007,335.070007,335.070007,0
24/05/89,335.980011,335.980011,335.980011,335.980011,335.980011,0
25/05/89,336.089996,336.089996,336.089996,336.089996,336.089996,0
26/05/89,338.73999,338.73999,338.73999,338.73999,338.73999,0
30/05/89,336.140015,336.140015,336.140015,336.140015,336.140015,0
31/05/89,337.690002,337.690002,337.690002,337.690002,337.690002,0
01/06/89,339.25,339.25,339.25,339.25,339.25,0
02/06/89,343,343,343,343,343,0
05/06/89,339.380005,339.380005,339.380005,339.380005,339.380005,0
06/06/89,341.799988,341.799988,341.799988,341.799988,341.799988,0
07/06/89,344.660004,344.660004,344.660004,344.660004,344.660004,0
08/06/89,344.450012,344.450012,344.450012,344.450012,344.450012,0
09/06/89,344.51001,344.51001,344.51001,344.51001,344.51001,0
12/06/89,344.070007,344.070007,344.070007,344.070007,344.070007,0
13/06/89,341.630005,341.630005,341.630005,341.630005,341.630005,0
14/06/89,341.559998,341.559998,341.559998,341.559998,341.559998,0
15/06/89,337.609985,337.609985,337.609985,337.609985,337.609985,0
16/06/89,338.950012,338.950012,338.950012,338.950012,338.950012,0
19/06/89,339.570007,339.570007,339.570007,339.570007,339.570007,0
20/06/89,338.920013,338.920013,338.920013,338.920013,338.920013,0
21/06/89,338.109985,338.109985,338.109985,338.109985,338.109985,0
22/06/89,341.109985,341.109985,341.109985,341.109985,341.109985,0
23/06/89,346.040009,346.040009,346.040009,346.040009,346.040009,0
26/06/89,344.769989,344.769989,344.769989,344.769989,344.769989,0
27/06/89,346.720001,346.720001,346.720001,346.720001,346.720001,0
28/06/89,343.98999,343.98999,343.98999,343.98999,343.98999,0
29/06/89,337.519989,337.519989,337.519989,337.519989,337.519989,0
30/06/89,335.779999,335.779999,335.779999,335.779999,335.779999,0
03/07/89,337.190002,337.190002,337.190002,337.190002,337.190002,0
05/07/89,338.720001,338.720001,338.720001,338.720001,338.720001,0
06/07/89,339.730011,339.730011,339.730011,339.730011,339.730011,0
07/07/89,343.279999,343.279999,343.279999,343.279999,343.279999,0
10/07/89,345.600006,345.600006,345.600006,345.600006,345.600006,0
11/07/89,347.410004,347.410004,347.410004,347.410004,347.410004,0
12/07/89,348.51001,348.51001,348.51001,348.51001,348.51001,0
13/07/89,348.649994,348.649994,348.649994,348.649994,348.649994,0
14/07/89,350.690002,350.690002,350.690002,350.690002,350.690002,0
17/07/89,351.359985,351.359985,351.359985,351.359985,351.359985,0
18/07/89,350.230011,350.230011,350.230011,350.230011,350.230011,0
19/07/89,354.859985,354.859985,354.859985,354.859985,354.859985,0
20/07/89,352.51001,352.51001,352.51001,352.51001,352.51001,0
21/07/89,355.040009,355.040009,355.040009,355.040009,355.040009,0
24/07/89,352.75,352.75,352.75,352.75,352.75,0
25/07/89,353,353,353,353,353,0
26/07/89,357.440002,357.440002,357.440002,357.440002,357.440002,0
27/07/89,361.670013,361.670013,361.670013,361.670013,361.670013,0
28/07/89,361.850006,361.850006,361.850006,361.850006,361.850006,0
31/07/89,366.100006,366.100006,366.100006,366.100006,366.100006,0
01/08/89,363.769989,363.769989,363.769989,363.769989,363.769989,0
02/08/89,364.450012,364.450012,364.450012,364.450012,364.450012,0
03/08/89,365.029999,365.029999,365.029999,365.029999,365.029999,0
04/08/89,364.209991,364.209991,364.209991,364.209991,364.209991,0
07/08/89,370.100006,370.100006,370.100006,370.100006,370.100006,0
08/08/89,370.179993,370.179993,370.179993,370.179993,370.179993,0
09/08/89,367.690002,367.690002,367.690002,367.690002,367.690002,0
10/08/89,369.119995,369.119995,369.119995,369.119995,369.119995,0
11/08/89,365.480011,365.480011,365.480011,365.480011,365.480011,0
14/08/89,363.829987,363.829987,363.829987,363.829987,363.829987,0
15/08/89,365.600006,365.600006,365.600006,365.600006,365.600006,0
16/08/89,366.670013,366.670013,366.670013,366.670013,366.670013,0
17/08/89,365.410004,365.410004,365.410004,365.410004,365.410004,0
18/08/89,367.089996,367.089996,367.089996,367.089996,367.089996,0
21/08/89,361.470001,361.470001,361.470001,361.470001,361.470001,0
22/08/89,362.070007,362.070007,362.070007,362.070007,362.070007,0
23/08/89,365.790009,365.790009,365.790009,365.790009,365.790009,0
24/08/89,373.029999,373.029999,373.029999,373.029999,373.029999,0
25/08/89,372.019989,372.019989,372.019989,372.019989,372.019989,0
28/08/89,373.850006,373.850006,373.850006,373.850006,373.850006,0
29/08/89,371.529999,371.529999,371.529999,371.529999,371.529999,0
30/08/89,372.399994,372.399994,372.399994,372.399994,372.399994,0
31/08/89,373.25,373.25,373.25,373.25,373.25,0
01/09/89,375.779999,375.779999,375.779999,375.779999,375.779999,0
05/09/89,374.579987,374.579987,374.579987,374.579987,374.579987,0
06/09/89,371.070007,371.070007,371.070007,371.070007,371.070007,0
07/09/89,370.140015,370.140015,370.140015,370.140015,370.140015,0
