Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1968-12-31,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-01,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-02,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-03,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-06,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-07,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-09,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-10,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-13,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-14,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-15,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-16,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-17,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-20,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-21,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-22,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-23,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-24,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-27,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-28,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-29,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-30,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-01-31,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-03,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-04,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-05,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-06,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-07,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-10,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-11,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-12,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-13,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-14,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-17,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-18,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-19,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-20,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-21,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-24,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-25,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-26,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-27,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-02-28,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-03,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-04,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-05,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-06,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-07,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-10,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-11,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-12,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-13,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-14,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-17,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-18,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-19,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-20,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-21,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-24,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-25,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-26,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-27,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-28,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-03-31,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-01,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-02,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-03,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-04,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-07,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-09,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-10,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-11,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-14,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-15,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-16,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-17,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-18,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-21,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-22,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-23,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-24,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
1969-04-25,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,3.536880299748191e-08,0,0.0,0.0
